ticket_id,customer_id,order_id,timestamp,support_channel,customer_region,customer_age_band,preferred_language,customer_tenure_months,product_category,order_value,delivery_delay_days,previous_ticket_count,issue_title,issue_description,issue_category,priority,customer_sentiment,attachment_available,image_id,escalated,resolution_time_hours,refund_requested,refund_amount,csat_score,accessibility_support_flag,resolution_status_after_7d,final_agent_disposition
TKT000000206,CUST0143978,ORD00001206,2025-01-01T15:16,web_chat,Northern Ireland,55-64,Polish,38,home,279.83,1,2,This is not what I ordered,Please help - this is the incorrect item. The order value is about GBP 279.83. Can you confirm the next step? ...,wrong_item,medium,negative,1,IMG_WRONG_ITEM_0086,1,43.98,0,0.0,2.0,0,resolved_within_7d,specialist_escalation
TKT000000207,CUST0061558,ORD00001207,2025-12-10T19:36,web_chat,Northern Ireland,45-54,Welsh,29,beauty,127.71,0,1,Incorrect product received,I need assistance because you sent a different product. The order value is about GBP 127.71. Please get back to me. !!!,wrong_item,high,negative,1,IMG_WRONG_ITEM_0087,0,21.9,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000208,CUST0127985,ORD00001208,2025-01-24T07:40,email,North West,35-44,English,56,fashion,170.75,0,2,Wrong item delivered,"Hi, this is the incorrect item. The order value is about GBP 170.75. Please get back to me.",wrong_item,medium,negative,1,IMG_WRONG_ITEM_0088,1,28.21,0,0.0,,0,resolved_within_7d,specialist_escalation
TKT000000209,CUST0044198,ORD00001209,2025-01-18T09:01,web_chat,Yorkshire,18-24,English,20,sports,319.72,0,1,Incorrect product received,Can someone check this? the item in the box is not what I ordered. The order value is about GBP 319.72. I need this resolved soon. ASAP,wrong_item,low,neutral,1,IMG_WRONG_ITEM_0089,0,19.08,1,239.42,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000210,CUST0178165,ORD00001210,2025-01-13T14:39,mobile_app,Northern Ireland,25-34,English,34,home,36.17,6,1,This is not what I ordered,Can someone check this? this is the incorrect item. The order value is about GBP 36.17. Please get back to me. sent from mobile,wrong_item,low,negative,1,IMG_WRONG_ITEM_0090,0,19.31,0,0.0,3.4,1,resolved_within_7d,resolved_standard
TKT000000211,CUST0139501,ORD00001211,2025-10-20T16:54,email,Wales,55-64,English,20,electronics,108.65,1,0,This is not what I ordered,Please help - the item in the box is not what I ordered. The order value is about GBP 108.65. Thanks. sent from mobile,wrong_item,low,neutral,1,IMG_WRONG_ITEM_0091,0,24.23,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000212,CUST0089150,ORD00001212,2025-12-26T15:29,web_chat,Northern Ireland,35-44,English,81,electronics,104.76,15,1,Wrong item delivered,"Support team, the item in the box is not what I ordered. The order value is about GBP 104.76. Thanks. sent from mobile",wrong_item,low,negative,1,IMG_WRONG_ITEM_0092,1,51.77,1,99.9,2.0,0,resolved_within_7d,specialist_escalation
TKT000000213,CUST0049756,ORD00001213,2025-07-26T12:25,web_chat,Northern Ireland,55-64,English,14,grocery,65.99,2,2,Incorrect product received,"Hello, this is the incorrect item. The order value is about GBP 65.99. Can you confirm the next step?",wrong_item,medium,positive,1,IMG_WRONG_ITEM_0093,0,21.32,1,65.82,4.0,0,resolved_within_7d,refund_or_return_completed
TKT000000214,CUST0136724,ORD00001214,2025-10-08T05:34,mobile_app,London,25-34,English,46,fashion,39.71,0,3,Incorrect product received,I need assistance because the item in the box is not what I ordered. The order value is about GBP 39.71. Thanks. #help,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0094,0,9.21,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000215,CUST0151614,ORD00001215,2025-10-24T18:21,mobile_app,Yorkshire,35-44,English,13,sports,96.18,6,2,This is not what I ordered,Please help - this is the incorrect item. The order value is about GBP 96.18. Please get back to me. #help,wrong_item,low,negative,1,IMG_WRONG_ITEM_0095,0,20.65,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000216,CUST0065843,ORD00001216,2025-07-12T11:19,email,London,45-54,English,23,electronics,46.03,2,2,This is not what I ordered,Can someone check this? the item in the box is not what I ordered. The order value is about GBP 46.03. I need this resolved soon. ...,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0096,0,12.02,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000217,CUST0162490,ORD00001217,2025-04-06T13:32,web_chat,West Midlands,35-44,English,13,toys,84.05,0,1,Incorrect product received,"Hello, the item in the box is not what I ordered. The order value is about GBP 84.05. Thank you. #help",wrong_item,medium,positive,1,IMG_WRONG_ITEM_0097,0,18.22,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000218,CUST0126336,ORD00001218,2025-10-10T15:55,email,North West,65+,English,24,home,63.19,6,3,Wrong item delivered,Please help - the item in the box is not what I ordered. The order value is about GBP 63.19. Can you confirm the next step? #help,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0098,0,18.91,0,0.0,4.0,0,resolved_within_7d,resolved_standard
TKT000000219,CUST0080792,ORD00001219,2025-12-29T16:11,email,London,55-64,English,12,beauty,351.28,1,2,Wrong item delivered,"Hi, the item in the box is not what I ordered. The order value is about GBP 351.28. Thank you. #help",wrong_item,high,negative,1,IMG_WRONG_ITEM_0099,0,19.56,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000220,CUST0099540,ORD00001220,2025-09-06T20:21,email,South West,25-34,English,29,toys,43.9,10,0,Wrong item delivered,I need assistance because I received the wrong colour or model. The order value is about GBP 43.90. Can you confirm the next step? pls,wrong_item,low,neutral,1,IMG_WRONG_ITEM_0100,0,23.59,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000221,CUST0171710,ORD00001221,2025-12-16T22:03,email,Yorkshire,25-34,English,29,fashion,35.48,0,3,This is not what I ordered,"Hi, I received the wrong colour or model. The order value is about GBP 35.48. Thanks. !!!",wrong_item,medium,negative,1,IMG_WRONG_ITEM_0101,0,18.64,1,31.12,3.1,0,resolved_within_7d,refund_or_return_completed
TKT000000222,CUST0055533,ORD00001222,2025-08-16T03:25,web_chat,London,25-34,English,25,electronics,557.66,0,4,Wrong item delivered,"Support team, the item in the box is not what I ordered. The order value is about GBP 557.66. Thank you. ...",wrong_item,medium,negative,1,IMG_WRONG_ITEM_0102,1,30.67,0,0.0,2.4,0,resolved_within_7d,specialist_escalation
TKT000000223,CUST0060906,ORD00001223,2025-08-10T05:52,mobile_app,West Midlands,35-44,English,108,toys,1084.73,9,1,Incorrect product received,Please help - you sent a different product. The order value is about GBP 1084.73. I need this resolved soon. ...,wrong_item,medium,negative,1,IMG_WRONG_ITEM_0103,1,44.26,0,0.0,1.6,0,resolved_within_7d,specialist_escalation
TKT000000224,CUST0101147,ORD00001224,2025-04-27T17:02,web_chat,London,65+,English,53,fashion,154.41,12,1,Incorrect product received,CAN SOMEONE CHECK THIS? I RECEIVED THE WRONG COLOUR OR MODEL. THE ORDER VALUE IS ABOUT GBP 154.41. I NEED THIS RESOLVED SOON. ...,wrong_item,medium,negative,1,IMG_WRONG_ITEM_0104,1,30.95,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000225,CUST0122625,ORD00001225,2025-02-11T00:18,email,Northern Ireland,25-34,Welsh,4,grocery,27.3,1,0,Wrong item delivered,"Hi, I received the wrong colour or model. The order value is about GBP 27.30. Please advise. ASAP",wrong_item,low,neutral,1,IMG_WRONG_ITEM_0105,0,17.47,1,17.18,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000226,CUST0055854,ORD00001226,2025-06-02T04:56,email,South West,25-34,English,40,electronics,210.88,1,2,Wrong item delivered,"Hi, I received the wrong colour or model. The order value is about GBP 210.88. I need this resolved soon. #help",wrong_item,low,neutral,1,IMG_WRONG_ITEM_0106,0,19.56,1,163.79,4.3,0,resolved_within_7d,refund_or_return_completed
TKT000000227,CUST0115162,ORD00001227,2025-03-28T07:07,email,London,18-24,English,11,fashion,151.24,8,0,This is not what I ordered,Please help - I received the wrong colour or model. The order value is about GBP 151.24. Thanks. thx,wrong_item,high,negative,1,IMG_WRONG_ITEM_0107,0,37.02,1,126.93,2.7,0,resolved_within_7d,refund_or_return_completed
TKT000000228,CUST0111722,ORD00001228,2025-07-19T06:13,mobile_app,South East,25-34,English,3,grocery,152.12,16,1,Wrong item delivered,Can someone check this? this is the incorrect item. The order value is about GBP 152.12. Please advise. ASAP,wrong_item,low,negative,1,IMG_WRONG_ITEM_0108,0,49.12,1,138.64,1.3,0,resolved_within_7d,refund_or_return_completed
TKT000000229,CUST0045979,ORD00001229,2025-02-04T23:13,web_chat,Northern Ireland,35-44,English,50,grocery,40.87,2,3,This is not what I ordered,"Hi, I received the wrong colour or model. The order value is about GBP 40.87. Can you confirm the next step? sent from mobile",wrong_item,medium,negative,1,IMG_WRONG_ITEM_0109,0,26.35,0,0.0,2.9,0,resolved_within_7d,resolved_standard
TKT000000230,CUST0073684,ORD00001230,2025-04-22T11:09,web_chat,Wales,45-54,English,23,fashion,15.96,2,2,This is not what I ordered,"Support team, I received the wrong colour or model. The order value is about GBP 15.96. Please advise. sent from mobile",wrong_item,low,neutral,1,IMG_WRONG_ITEM_0110,0,34.87,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000231,CUST0187406,ORD00001231,2025-10-04T22:19,web_chat,South East,35-44,English,4,beauty,207.42,0,2,Incorrect product received,Can someone check this? you sent a different product. The order value is about GBP 207.42. Please get back to me. !!!,wrong_item,medium,negative,1,IMG_WRONG_ITEM_0111,0,20.61,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000232,CUST0027310,ORD00001232,2025-08-13T13:31,phone,South West,65+,English,23,beauty,71.77,3,0,Incorrect product received,,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0112,0,13.77,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000233,CUST0112940,ORD00001233,2025-06-05T09:39,web_chat,South West,45-54,English,64,sports,48.32,8,2,Wrong item delivered,"Hello, you sent a different product. The order value is about GBP 48.32. Please get back to me. !!!",wrong_item,medium,negative,1,IMG_WRONG_ITEM_0113,0,27.13,0,0.0,2.5,0,resolved_within_7d,resolved_standard
TKT000000234,CUST0094132,ORD00001234,2025-06-05T16:13,web_chat,West Midlands,45-54,English,32,toys,108.97,7,2,Incorrect product received,"Support team, I received the wrong colour or model. The order value is about GBP 108.97. Thank you. ...",wrong_item,high,negative,1,IMG_WRONG_ITEM_0114,1,31.45,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000235,CUST0029758,ORD00001235,2025-06-08T12:46,web_chat,Scotland,25-34,English,12,sports,37.58,1,0,Wrong item delivered,"Hi, you sent a different product. The order value is about GBP 37.58. I need this resolved soon. thx",wrong_item,low,negative,1,IMG_WRONG_ITEM_0115,0,19.99,0,0.0,2.6,0,resolved_within_7d,resolved_standard
TKT000000236,CUST0184127,ORD00001236,2025-09-21T08:32,web_chat,Scotland,25-34,English,32,fashion,46.22,1,3,Incorrect product received,Please help - you sent a different product. The order value is about GBP 46.22. I need this resolved soon. pls,wrong_item,low,neutral,1,IMG_WRONG_ITEM_0116,0,21.48,1,26.46,3.4,0,resolved_within_7d,refund_or_return_completed
TKT000000237,CUST0178087,ORD00001237,2025-09-20T02:09,email,North West,25-34,English,27,electronics,19.93,8,6,Incorrect product received,,wrong_item,medium,negative,1,IMG_WRONG_ITEM_0117,1,37.19,0,0.0,1.8,0,resolved_within_7d,specialist_escalation
TKT000000238,CUST0186325,ORD00001238,2025-01-14T20:54,web_chat,Wales,65+,English,31,home,89.88,1,0,Incorrect product received,I need assistance because this is the incorrect item. The order value is about GBP 89.88. Thank you. !!!,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0118,0,20.22,1,67.49,3.3,0,resolved_within_7d,refund_or_return_completed
TKT000000239,CUST0015606,ORD00001239,2025-09-19T12:15,email,Yorkshire,25-34,English,15,toys,94.97,0,0,Wrong item delivered,Please help - this is the incorrect item. The order value is about GBP 94.97. Can you confirm the next step? ASAP,wrong_item,medium,neutral,1,IMG_WRONG_ITEM_0119,0,21.19,1,80.99,4.0,0,resolved_within_7d,refund_or_return_completed
TKT000000240,CUST0021499,ORD00001240,2025-04-03T13:53,email,Yorkshire,45-54,English,84,electronics,109.51,1,4,Wrong item delivered,Can someone check this? the item in the box is not what I ordered. The order value is about GBP 109.51. Can you confirm the next step? pls,wrong_item,medium,positive,1,IMG_WRONG_ITEM_0120,1,27.01,0,0.0,3.9,0,resolved_within_7d,specialist_escalation
TKT000000241,CUST0133277,ORD00001241,2025-09-17T16:06,phone,South East,25-34,English,28,fashion,190.92,3,1,Item arrived damaged,Can someone check this? the product is damaged. The order value is about GBP 190.92. Can you confirm the next step? sent from mobile,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0001,0,26.43,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000242,CUST0063108,ORD00001242,2025-02-04T09:53,email,London,35-44,English,17,fashion,86.1,0,0,Damage on arrival,"HI, THE ITEM ARRIVED CRACKED. THE ORDER VALUE IS ABOUT GBP 86.10. CAN YOU CONFIRM THE NEXT STEP? #HELP",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0002,0,11.95,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000243,CUST0030544,ORD00001243,2025-04-21T15:05,email,Wales,35-44,English,9,sports,32.67,9,4,Product is broken,Please help - the item arrived cracked. The order value is about GBP 32.67. I need this resolved soon. pls,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0003,1,40.37,0,0.0,1.8,0,resolved_within_7d,specialist_escalation
TKT000000244,CUST0175269,ORD00001244,2025-04-19T09:58,web_chat,East Midlands,45-54,Polish,17,electronics,425.6,8,0,Product is broken,Please help - there is visible damage. The order value is about GBP 425.60. Thanks. #help,damaged_item,high,positive,1,IMG_PACKAGING_DAMAGE_0004,1,27.32,0,0.0,,0,resolved_within_7d,specialist_escalation
TKT000000245,CUST0148835,ORD00001245,2025-02-19T18:52,email,South East,55-64,English,9,home,69.2,1,1,Item arrived damaged,"Hi, the item arrived cracked. The order value is about GBP 69.20. Thanks. ...",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0005,0,12.13,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000246,CUST0093490,ORD00001246,2025-12-17T14:06,email,London,35-44,English,14,appliances,108.09,3,1,Damage on arrival,Can someone check this? there is visible damage. The order value is about GBP 108.09. Thank you. thx,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0006,0,17.49,0,0.0,3.4,0,resolved_within_7d,resolved_standard
TKT000000247,CUST0177359,ORD00001247,2025-07-31T12:20,phone,South West,55-64,English,35,fashion,89.48,0,2,Damage on arrival,Please help - the product is damaged. The order value is about GBP 89.48. Please advise. !!!,damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0007,0,32.99,1,81.91,3.0,0,resolved_within_7d,refund_or_return_completed
TKT000000248,CUST0054479,ORD00001248,2025-10-06T15:19,phone,London,35-44,English,16,grocery,114.22,1,1,Damage on arrival,"Support team, the item arrived cracked. The order value is about GBP 114.22. Thanks. #help",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0008,1,27.08,1,63.99,3.4,0,resolved_within_7d,specialist_escalation
TKT000000249,CUST0124747,ORD00001249,2025-03-07T02:55,web_chat,South West,45-54,English,12,electronics,230.82,2,3,Product is broken,"Hi, the item arrived cracked. The order value is about GBP 230.82. Thank you. pls",damaged_item,high,neutral,1,IMG_PACKAGING_DAMAGE_0009,0,20.5,1,145.84,3.5,0,resolved_within_7d,refund_or_return_completed
TKT000000250,CUST0101314,ORD00001250,2025-07-30T06:24,mobile_app,Wales,18-24,English,46,home,61.54,1,1,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 61.54. Thanks.",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0010,0,20.01,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000251,CUST0048327,ORD00001251,2025-06-18T11:40,web_chat,North West,18-24,Punjabi,31,beauty,133.7,1,3,Product is broken,"Support team, the item arrived cracked. The order value is about GBP 133.70. Please get back to me. ...",damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0011,1,16.92,0,0.0,2.7,0,resolved_within_7d,specialist_escalation
TKT000000252,CUST0191628,ORD00001252,2025-04-08T10:41,email,Northern Ireland,35-44,English,30,beauty,58.06,8,2,Item arrived damaged,"Hi, the box was crushed and the item is broken. The order value is about GBP 58.06. Thanks. thx",damaged_item,urgent,neutral,1,IMG_PACKAGING_DAMAGE_0012,0,25.46,1,56.93,3.6,0,resolved_within_7d,refund_or_return_completed
TKT000000253,CUST0100197,ORD00001253,2025-02-16T05:35,email,South West,18-24,English,86,grocery,29.83,2,2,Damage on arrival,Can someone check this? the item arrived cracked. The order value is about GBP 29.83. I need this resolved soon.,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0013,0,20.01,1,18.03,3.1,0,resolved_within_7d,refund_or_return_completed
TKT000000254,CUST0117727,ORD00001254,2025-12-09T11:50,email,South East,55-64,English,47,home,41.68,1,2,Damage on arrival,I need assistance because there is visible damage. The order value is about GBP 41.68. I need this resolved soon. #help,damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0014,0,7.67,0,0.0,4.1,0,resolved_within_7d,resolved_standard
TKT000000255,CUST0037691,ORD00001255,2025-01-27T21:57,web_chat,London,45-54,English,32,appliances,92.67,2,2,Damage on arrival,I need assistance because there is visible damage. The order value is about GBP 92.67. Thanks. ...,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0015,0,34.75,0,0.0,2.4,0,resolved_within_7d,resolved_standard
TKT000000256,CUST0153802,ORD00001256,2025-12-01T09:49,web_chat,London,18-24,English,32,home,110.07,1,1,Product is broken,"Support team, there is visible damage. The order value is about GBP 110.07. I need this resolved soon. ASAP",damaged_item,low,positive,1,IMG_PACKAGING_DAMAGE_0016,0,28.32,0,0.0,3.8,0,resolved_within_7d,resolved_standard
TKT000000257,CUST0090841,ORD00001257,2025-01-30T04:51,mobile_app,Northern Ireland,25-34,English,13,toys,63.58,2,1,Damage on arrival,"Hi, the box was crushed and the item is broken. The order value is about GBP 63.58. Please get back to me. #help",damaged_item,low,neutral,1,IMG_PACKAGING_DAMAGE_0017,0,22.73,1,37.51,3.7,0,resolved_within_7d,refund_or_return_completed
TKT000000258,CUST0160766,ORD00001258,2025-08-20T04:19,phone,London,45-54,English,37,appliances,520.67,0,0,Damage on arrival,"Hello, the item arrived cracked. The order value is about GBP 520.67. Please advise. pls",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0018,0,16.03,1,410.33,4.1,0,resolved_within_7d,refund_or_return_completed
TKT000000259,CUST0152063,ORD00001259,2025-04-09T00:28,email,London,25-34,English,13,electronics,386.68,4,1,Item arrived damaged,Can someone check this? the item arrived cracked. The order value is about GBP 386.68. Please get back to me. !!!,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0019,0,15.86,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000260,CUST0131989,ORD00001260,2025-06-29T13:21,email,West Midlands,45-54,English,40,fashion,49.75,2,2,Damage on arrival,Can someone check this? the product is damaged. The order value is about GBP 49.75. Please get back to me. !!!,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0020,0,23.36,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000261,CUST0144521,ORD00001261,2025-02-06T20:03,mobile_app,Scotland,25-34,English,42,electronics,320.51,0,1,Product is broken,I need assistance because there is visible damage. The order value is about GBP 320.51. I need this resolved soon. sent from mobile,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0021,0,6.72,0,0.0,3.5,0,resolved_within_7d,resolved_standard
TKT000000262,CUST0173774,ORD00001262,2025-06-04T14:10,phone,Scotland,25-34,English,41,fashion,94.81,0,4,Product is broken,"Hello, the product is damaged. The order value is about GBP 94.81. Can you confirm the next step? ...",damaged_item,urgent,positive,1,IMG_PACKAGING_DAMAGE_0022,1,20.06,0,0.0,3.5,0,resolved_within_7d,specialist_escalation
TKT000000263,CUST0158105,ORD00001263,2025-06-27T12:14,web_chat,South East,45-54,English,50,fashion,108.64,1,1,Item arrived damaged,I need assistance because the box was crushed and the item is broken. The order value is about GBP 108.64. Thanks. ASAP,damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0023,0,18.98,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000264,CUST0038494,ORD00001264,2025-06-09T09:12,web_chat,South East,55-64,English,117,grocery,5.92,0,2,Item arrived damaged,I need assistance because the box was crushed and the item is broken. The order value is about GBP 5.92. Thanks. ASAP,damaged_item,low,positive,1,IMG_PACKAGING_DAMAGE_0024,0,25.05,1,4.03,3.8,0,resolved_within_7d,refund_or_return_completed
TKT000000265,CUST0115903,ORD00001265,2025-12-14T01:30,web_chat,West Midlands,55-64,English,19,home,41.87,1,1,Product is broken,"Hi, the product is damaged. The order value is about GBP 41.87. Thanks. #help",damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0025,0,30.56,0,0.0,3.1,0,resolved_within_7d,resolved_standard
TKT000000266,CUST0180879,ORD00001266,2025-01-13T13:56,web_chat,Scotland,35-44,English,21,fashion,297.1,0,0,Item arrived damaged,"Support team, the item arrived cracked. The order value is about GBP 297.10. Can you confirm the next step? !!!",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0026,0,20.87,0,0.0,3.6,0,resolved_within_7d,resolved_standard
TKT000000267,CUST0185954,ORD00001267,2025-05-13T20:17,web_chat,South West,25-34,English,44,toys,58.81,4,1,Damage on arrival,"Hi, the item arrived cracked. The order value is about GBP 58.81. I need this resolved soon. pls",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0027,0,18.94,0,0.0,3.3,0,resolved_within_7d,resolved_standard
TKT000000268,CUST0122129,ORD00001268,2025-05-12T05:12,web_chat,Northern Ireland,55-64,English,29,electronics,120.87,9,4,Product is broken,Please help - the box was crushed and the item is broken. The order value is about GBP 120.87. Thank you. thx,damaged_item,high,neutral,1,IMG_PACKAGING_DAMAGE_0028,0,24.83,0,0.0,3.9,0,resolved_within_7d,resolved_standard
TKT000000269,CUST0198913,ORD00001269,2025-11-26T16:52,web_chat,South East,25-34,Welsh,16,electronics,275.81,2,2,Product is broken,Can someone check this? there is visible damage. The order value is about GBP 275.81. Can you confirm the next step? sent from mobile,damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0029,0,24.92,0,0.0,3.0,0,resolved_within_7d,resolved_standard
TKT000000270,CUST0133091,ORD00001270,2025-05-09T14:23,mobile_app,West Midlands,45-54,English,20,beauty,196.14,9,2,Product is broken,I need assistance because the item arrived cracked. The order value is about GBP 196.14. Can you confirm the next step? pls,damaged_item,medium,neutral,1,IMG_PACKAGING_DAMAGE_0030,1,33.44,0,0.0,3.3,0,resolved_within_7d,specialist_escalation
TKT000000271,CUST0033332,ORD00001271,2025-08-29T23:46,web_chat,North West,25-34,English,13,home,126.14,0,1,Damage on arrival,I need assistance because the box was crushed and the item is broken. The order value is about GBP 126.14. I need this resolved soon. ...,damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0031,0,20.53,0,0.0,4.2,0,resolved_within_7d,resolved_standard
TKT000000272,CUST0089498,ORD00001272,2025-04-13T22:16,web_chat,London,25-34,English,36,fashion,60.96,1,1,Damage on arrival,Can someone check this? the box was crushed and the item is broken. The order value is about GBP 60.96. Thank you. ASAP,damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0032,0,11.83,0,0.0,4.4,0,resolved_within_7d,resolved_standard
TKT000000273,CUST0079140,ORD00001273,2025-01-04T16:04,phone,South East,65+,English,78,home,375.57,5,2,Product is broken,"SUPPORT TEAM, THE PRODUCT IS DAMAGED. THE ORDER VALUE IS ABOUT GBP 375.57. THANK YOU. !!!",damaged_item,urgent,negative,1,IMG_PACKAGING_DAMAGE_0033,0,19.54,0,0.0,3.2,0,resolved_within_7d,resolved_standard
TKT000000274,CUST0071235,ORD00001274,2025-02-28T07:44,web_chat,Wales,25-34,English,115,home,318.7,11,1,Item arrived damaged,PLEASE HELP - THERE IS VISIBLE DAMAGE. THE ORDER VALUE IS ABOUT GBP 318.70. I NEED THIS RESOLVED SOON. !!!,damaged_item,urgent,negative,1,IMG_PACKAGING_DAMAGE_0034,0,48.25,1,288.94,,0,resolved_within_7d,refund_or_return_completed
TKT000000275,CUST0135455,ORD00001275,2025-02-20T09:58,web_chat,North West,25-34,English,28,fashion,41.39,5,2,Product is broken,"Hello, the box was crushed and the item is broken. The order value is about GBP 41.39. Please advise. ASAP",damaged_item,medium,negative,1,IMG_PACKAGING_DAMAGE_0035,0,27.88,1,34.01,3.4,0,resolved_within_7d,refund_or_return_completed
TKT000000276,CUST0020693,ORD00001276,2025-04-05T18:06,web_chat,Northern Ireland,45-54,English,24,electronics,121.45,5,0,Item arrived damaged,"Hello, the item arrived cracked. The order value is about GBP 121.45. Thank you. thx",damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0036,0,24.11,0,0.0,2.6,0,resolved_within_7d,resolved_standard
TKT000000277,CUST0092122,ORD00001277,2025-10-11T09:50,web_chat,South East,35-44,English,13,beauty,137.55,14,5,Product is broken,Please help - the item arrived cracked. The order value is about GBP 137.55. Can you confirm the next step? thx,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0037,1,54.04,1,111.11,1.5,0,resolved_within_7d,specialist_escalation
TKT000000278,CUST0188125,ORD00001278,2025-02-23T18:36,email,East Midlands,55-64,English,17,fashion,114.09,0,1,Product is broken,"Support team, the item arrived cracked. The order value is about GBP 114.09. Thanks. ASAP",damaged_item,low,neutral,1,IMG_PACKAGING_DAMAGE_0038,0,23.52,1,78.43,3.5,0,resolved_within_7d,refund_or_return_completed
TKT000000279,CUST0022377,ORD00001279,2025-12-17T05:34,email,North West,45-54,English,70,home,446.29,1,1,Item arrived damaged,I need assistance because the item arrived cracked. The order value is about GBP 446.29. Please advise. sent from mobile,damaged_item,high,negative,1,IMG_PACKAGING_DAMAGE_0039,1,22.4,1,388.41,2.9,0,resolved_within_7d,specialist_escalation
TKT000000280,CUST0159224,ORD00001280,2025-01-31T15:18,web_chat,Yorkshire,45-54,English,82,fashion,101.41,0,1,Damage on arrival,Can someone check this? there is visible damage. The order value is about GBP 101.41. Thanks. pls,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0040,0,26.93,1,83.65,3.1,0,resolved_within_7d,refund_or_return_completed
TKT000000281,CUST0031442,ORD00001281,2025-05-25T17:11,phone,West Midlands,35-44,English,26,fashion,33.74,0,4,Item arrived damaged,Please help - the item arrived cracked. The order value is about GBP 33.74. Thank you. thx,damaged_item,medium,positive,1,IMG_PACKAGING_DAMAGE_0041,0,11.3,0,0.0,3.7,0,resolved_within_7d,resolved_standard
TKT000000282,CUST0138460,ORD00001282,2025-10-30T21:32,mobile_app,North West,45-54,English,40,beauty,58.37,1,2,Damage on arrival,Please help - there is visible damage. The order value is about GBP 58.37. Can you confirm the next step? thx,damaged_item,low,negative,1,IMG_PACKAGING_DAMAGE_0042,1,22.76,0,0.0,2.9,0,resolved_within_7d,specialist_escalation
TKT000000283,CUST0060193,ORD00001283,2025-08-17T03:22,email,South East,55-64,English,11,appliances,453.11,8,1,Product is broken,"Hello, the product is damaged. The order value is about GBP 453.11. Can you confirm the next step? ...",damaged_item,high,neutral,1,IMG_PACKAGING_DAMAGE_0043,0,48.69,1,415.78,,0,resolved_within_7d,refund_or_return_completed
